student_profile_id,question_text,question_number,pre_or_post,transcription_human,transcription_ai,score_human_total,score_human_max,feedback_human_json,feedback_ai_json,ai_utterance_duration_seconds,grader_name,grader_notes,ai_submission_id,lesson_id,question_id,submission_date,audio_filename,audio_link,ai_utterance_duration_seconds.1,city,schoolName,question_text_original,grade,human_fluency_normalized,ai_fluency_normalized,ai_fluency_normalized_rounded,wer_human,wer_ai,wer_human_ai,cer_human,cer_ai,levenshtein_human,levenshtein_ai,levenshtein_human_ai,exact_match_human,exact_match_ai,pearson_correlation,spearman_correlation,mae_word_level,num_words_compared
28376,It's locked. I can open it.,2,pre,It's lock I an open it,It's locked i can open it,10.0,12,"{""it's"": 2, ""locked"": 1, ""i"": 2, ""can"": 1, ""open"": 2, ""it"": 2}","{""it's"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""locked"": {""actual_score"": 61.0, ""normalized_score"": 1.22, ""normalized_rounded"": 1}, ""i"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""can"": {""actual_score"": 7.0, ""normalized_score"": 0.14, ""normalized_rounded"": 0}, ""open"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""it"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}}",2.92,salman,,1025960,3167,6674,2025-06-26 05:00:58.796,grade1_profile28376_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1XPoOMcxYhQyqSzfqPPvhf7xvdOGeni9Y/view?usp=drivesdk,2.92,,,It's locked. I can open it. ,1,0.8333333333333334,0.7399999999999999,0.75,0.5,0.3333333333333333,0.3333333333333333,0.18518518518518517,0.07407407407407407,5.0,2.0,3.0,0.0,0.0,0.9258200997725513,0.9797958971132713,0.16666666666666666,6.0
28376,This is Zara. She loves to draw. This is Faiz. He loves to build things.,3,pre,This is Zara She loves to draw She this is a Faiz  She he loves a draw to build things,This is zara she loves to draw she she this is this is this is faiz she he loves draw she loves to draw she loves to she loves to draw build build things,30.0,30,"{""this"": 2, ""is"": 2, ""zara"": 2, ""she"": 2, ""loves"": 2, ""to"": 2, ""draw"": 2, ""this.1"": 2, ""is.1"": 2, ""faiz"": 2, ""he"": 2, ""loves.1"": 2, ""to.1"": 2, ""build"": 2, ""things"": 2}","{""this"": {""actual_score"": 85.0, ""normalized_score"": 1.7, ""normalized_rounded"": 2}, ""is"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""zara"": {""actual_score"": 85.0, ""normalized_score"": 1.7, ""normalized_rounded"": 2}, ""she"": {""actual_score"": 82.0, ""normalized_score"": 1.64, ""normalized_rounded"": 2}, ""loves"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""to"": {""actual_score"": 82.0, ""normalized_score"": 1.64, ""normalized_rounded"": 2}, ""draw"": {""actual_score"": 44.0, ""normalized_score"": 0.88, ""normalized_rounded"": 1}, ""faiz"": {""actual_score"": 53.0, ""normalized_score"": 1.06, ""normalized_rounded"": 1}, ""he"": {""actual_score"": 50.0, ""normalized_score"": 1.0, ""normalized_rounded"": 1}, ""build"": {""actual_score"": 82.0, ""normalized_score"": 1.64, ""normalized_rounded"": 2}, ""things"": {""actual_score"": 60.0, ""normalized_score"": 1.2, ""normalized_rounded"": 1}}",46.33,salman,Parent helping,1025993,3167,6677,2025-06-26 05:05:26.130,grade1_profile28376_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/19edvKFbZF2QYSB8gHw3QsQvINy6T-sZu/view?usp=drivesdk,46.33,,,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,1,1.0,0.7372727272727274,0.8181818181818182,0.6,1.5333333333333334,0.8,0.2777777777777778,1.2083333333333333,20.0,87.0,70.0,0.0,0.0,,,0.36363636363636365,11.0
28425,This is Zara. She loves to draw. This is Faiz. He loves to build things.,3,pre,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,30.0,30,"{""this"": 2, ""is"": 2, ""zara"": 2, ""she"": 2, ""loves"": 2, ""to"": 2, ""draw"": 2, ""this.1"": 2, ""is.1"": 2, ""faiz"": 2, ""he"": 2, ""loves.1"": 2, ""to.1"": 2, ""build"": 2, ""things"": 2}","{""this"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""is"": {""actual_score"": 97.0, ""normalized_score"": 1.94, ""normalized_rounded"": 2}, ""zara"": {""actual_score"": 70.0, ""normalized_score"": 1.4, ""normalized_rounded"": 1}, ""she"": {""actual_score"": 28.0, ""normalized_score"": 0.56, ""normalized_rounded"": 1}, ""loves"": {""actual_score"": 15.0, ""normalized_score"": 0.3, ""normalized_rounded"": 0}, ""to"": {""actual_score"": 91.0, ""normalized_score"": 1.82, ""normalized_rounded"": 2}, ""draw"": {""actual_score"": 64.0, ""normalized_score"": 1.28, ""normalized_rounded"": 1}, ""faiz"": {""actual_score"": 48.0, ""normalized_score"": 0.96, ""normalized_rounded"": 1}, ""he"": {""actual_score"": 51.0, ""normalized_score"": 1.02, ""normalized_rounded"": 1}, ""build"": {""actual_score"": 91.0, ""normalized_score"": 1.82, ""normalized_rounded"": 2}, ""things"": {""actual_score"": 79.0, ""normalized_score"": 1.58, ""normalized_rounded"": 2}}",8.24,salman,,1020661,3167,6677,2025-06-25 05:45:28.637,grade1_profile28425_q3_LP_20251122_101304.mp3,https://drive.google.com/file/d/1NTE8UFNlLS3MtQks8SxVdcQpwUZ64ben/view?usp=drivesdk,8.24,Lahore,The Educators,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,1,1.0,0.6618181818181819,0.6818181818181818,0.26666666666666666,0.26666666666666666,0.0,0.05555555555555555,0.05555555555555555,4.0,4.0,0.0,0.0,0.0,,,0.6363636363636364,11.0
28425,Come on. We can do it together.,1,post,come on we can do it together,Come on we can do it together,14.0,14,"{""come"": 2, ""on"": 2, ""we"": 2, ""can"": 2, ""do"": 2, ""it"": 2, ""together"": 2}","{""come"": {""actual_score"": 79.0, ""normalized_score"": 1.58, ""normalized_rounded"": 2}, ""on"": {""actual_score"": 82.0, ""normalized_score"": 1.64, ""normalized_rounded"": 2}, ""we"": {""actual_score"": 60.0, ""normalized_score"": 1.2, ""normalized_rounded"": 1}, ""can"": {""actual_score"": 70.0, ""normalized_score"": 1.4, ""normalized_rounded"": 1}, ""do"": {""actual_score"": 82.0, ""normalized_score"": 1.64, ""normalized_rounded"": 2}, ""it"": {""actual_score"": 91.0, ""normalized_score"": 1.82, ""normalized_rounded"": 2}, ""together"": {""actual_score"": 60.0, ""normalized_score"": 1.2, ""normalized_rounded"": 1}}",4.38,salman,,1505687,4248,7979,2025-07-25 02:40:39.967,grade1_profile28425_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/11TAG0wYZNKNvU2chuDHmy3p-UdhMPMtn/view?usp=drivesdk,4.38,Lahore,The Educators,Come on. We can do it  together.,1,1.0,0.7485714285714284,0.7857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.06451612903225806,0.06451612903225806,2.0,2.0,0.0,0.0,0.0,,,0.42857142857142855,7.0
28425,This is Zara. She loves to draw. This is Faiz. He loves to build things.,3,post,This is Zara She loves to draw This is Faiz He loves to build things,This is zara she loves to draw this is faiz he loves to build things,30.0,30,"{""this"": 2, ""is"": 2, ""zara"": 2, ""she"": 2, ""loves"": 2, ""to"": 2, ""draw"": 2, ""this.1"": 2, ""is.1"": 2, ""faiz"": 2, ""he"": 2, ""loves.1"": 2, ""to.1"": 2, ""build"": 2, ""things"": 2}","{""this"": {""actual_score"": 97.0, ""normalized_score"": 1.94, ""normalized_rounded"": 2}, ""is"": {""actual_score"": 97.0, ""normalized_score"": 1.94, ""normalized_rounded"": 2}, ""zara"": {""actual_score"": 69.0, ""normalized_score"": 1.38, ""normalized_rounded"": 1}, ""she"": {""actual_score"": 62.0, ""normalized_score"": 1.24, ""normalized_rounded"": 1}, ""loves"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""to"": {""actual_score"": 80.0, ""normalized_score"": 1.6, ""normalized_rounded"": 2}, ""draw"": {""actual_score"": 26.0, ""normalized_score"": 0.52, ""normalized_rounded"": 1}, ""faiz"": {""actual_score"": 50.0, ""normalized_score"": 1.0, ""normalized_rounded"": 1}, ""he"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""build"": {""actual_score"": 88.0, ""normalized_score"": 1.76, ""normalized_rounded"": 2}, ""things"": {""actual_score"": 73.0, ""normalized_score"": 1.46, ""normalized_rounded"": 1}}",7.75,salman,,1505715,4248,7982,2025-07-25 02:42:24.283,grade1_profile28425_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1AbpPGcPHM03peprotKbNvx7SUnvsf_3C/view?usp=drivesdk,7.75,Lahore,The Educators,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,1,1.0,0.7545454545454544,0.7727272727272727,0.26666666666666666,0.26666666666666666,0.0,0.05555555555555555,0.05555555555555555,4.0,4.0,0.0,0.0,0.0,,,0.45454545454545453,11.0
30626,This is Zara. She loves to draw. This is Faiz. He loves to build things.,3,post,This is Zara She loves to draw This is Faiz He love to build things,This is zara she loves to draw this is faiz he loves to build things,27.0,30,"{""this"": 2, ""is"": 2, ""zara"": 2, ""she"": 2, ""loves"": 1, ""to"": 2, ""draw"": 2, ""this.1"": 2, ""is.1"": 2, ""faiz"": 2, ""he"": 2, ""loves.1"": 1, ""to.1"": 2, ""build"": 1, ""things"": 2}","{""this"": {""actual_score"": 85.0, ""normalized_score"": 1.7, ""normalized_rounded"": 2}, ""is"": {""actual_score"": 79.0, ""normalized_score"": 1.58, ""normalized_rounded"": 2}, ""zara"": {""actual_score"": 73.0, ""normalized_score"": 1.46, ""normalized_rounded"": 1}, ""she"": {""actual_score"": 79.0, ""normalized_score"": 1.58, ""normalized_rounded"": 2}, ""loves"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""to"": {""actual_score"": 88.0, ""normalized_score"": 1.76, ""normalized_rounded"": 2}, ""draw"": {""actual_score"": 91.0, ""normalized_score"": 1.82, ""normalized_rounded"": 2}, ""faiz"": {""actual_score"": 68.0, ""normalized_score"": 1.36, ""normalized_rounded"": 1}, ""he"": {""actual_score"": 44.0, ""normalized_score"": 0.88, ""normalized_rounded"": 1}, ""build"": {""actual_score"": 10.0, ""normalized_score"": 0.2, ""normalized_rounded"": 0}, ""things"": {""actual_score"": 76.0, ""normalized_score"": 1.52, ""normalized_rounded"": 2}}",10.63,salman,,1516786,4248,7982,2025-07-25 07:42:25.043,grade1_profile30626_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/1VqQLFOetNIqs5uCxYxxC-uQrQbWytCf9/view?usp=drivesdk,10.63,Rawalpindi,Vision Montessori And School,This is Zara. She loves to draw. This is Faiz. He loves to build things. ,1,0.9,0.7154545454545453,0.7727272727272727,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.06944444444444445,0.05555555555555555,5.0,4.0,1.0,0.0,0.0,0.3922322702763681,0.26220221204253785,0.45454545454545453,11.0
28402,Come on. We can do it together.,1,post,Come on We can do it to,Come on we can do it,12.0,14,"{""come"": 2, ""on"": 2, ""we"": 2, ""can"": 2, ""do"": 2, ""it"": 2, ""together"": 0}","{""come"": {""actual_score"": 17.0, ""normalized_score"": 0.34, ""normalized_rounded"": 0}, ""on"": {""actual_score"": 79.0, ""normalized_score"": 1.58, ""normalized_rounded"": 2}, ""we"": {""actual_score"": 56.0, ""normalized_score"": 1.12, ""normalized_rounded"": 1}, ""can"": {""actual_score"": 50.0, ""normalized_score"": 1.0, ""normalized_rounded"": 1}, ""do"": {""actual_score"": 82.0, ""normalized_score"": 1.64, ""normalized_rounded"": 2}, ""it"": {""actual_score"": 91.0, ""normalized_score"": 1.82, ""normalized_rounded"": 2}}",1.95,ali,,1506268,4248,7979,2025-07-25 03:28:10.334,grade1_profile28402_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1y-GZQTfXZYciE_C6XDDE1uPUqgsiLgb6/view?usp=drivesdk,1.95,Rawalpindi,"Govt Girls Elementary School (Jalyari Bhi Khan, Markaz Mandra, Tehsil Gujarkhan)",Come on. We can do it  together.,1,0.8571428571428571,0.625,0.6666666666666666,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.25806451612903225,0.3548387096774194,8.0,11.0,3.0,0.0,0.0,,,0.6666666666666666,6.0
28402,It's locked. I can open it.,2,post,It's lock I can open,It's locked i can open,8.0,12,"{""it's"": 2, ""locked"": 0, ""i"": 2, ""can"": 2, ""open"": 2, ""it"": 0}","{""it's"": {""actual_score"": 26.0, ""normalized_score"": 0.52, ""normalized_rounded"": 1}, ""locked"": {""actual_score"": 52.0, ""normalized_score"": 1.04, ""normalized_rounded"": 1}, ""i"": {""actual_score"": 91.0, ""normalized_score"": 1.82, ""normalized_rounded"": 2}, ""can"": {""actual_score"": 88.0, ""normalized_score"": 1.76, ""normalized_rounded"": 2}, ""open"": {""actual_score"": 6.0, ""normalized_score"": 0.12, ""normalized_rounded"": 0}}",2.48,ali,,1506295,4248,7983,2025-07-25 03:28:52.563,grade1_profile28402_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/12VIwZXawugg7eaBo7KIVJm9UcK5hP_G1/view?usp=drivesdk,2.48,Rawalpindi,"Govt Girls Elementary School (Jalyari Bhi Khan, Markaz Mandra, Tehsil Gujarkhan)",It's locked. I can open it. ,1,0.6666666666666666,0.526,0.6,0.3333333333333333,0.3333333333333333,0.2,0.25925925925925924,0.18518518518518517,7.0,5.0,2.0,0.0,0.0,0.13363062095621217,0.18633899812498247,0.8,5.0
28402,This is Zara. She loves to draw. This is Faiz. He loves to build things.,3,post,This is Zara She loves to draw This is Faizan He love to building things,This is zara she loves to draw this is faiz he loves to,26.0,30,"{""this"": 2, ""is"": 2, ""zara"": 2, ""she"": 2, ""loves"": 1, ""to"": 2, ""draw"": 2, ""this.1"": 2, ""is.1"": 2, ""faiz"": 1, ""he"": 2, ""loves.1"": 1, ""to.1"": 2, ""build"": 2, ""things"": 1}","{""this"": {""actual_score"": 88.0, ""normalized_score"": 1.76, ""normalized_rounded"": 2}, ""is"": {""actual_score"": 85.0, ""normalized_score"": 1.7, ""normalized_rounded"": 2}, ""zara"": {""actual_score"": 68.0, ""normalized_score"": 1.36, ""normalized_rounded"": 1}, ""she"": {""actual_score"": 60.0, ""normalized_score"": 1.2, ""normalized_rounded"": 1}, ""loves"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}, ""to"": {""actual_score"": 82.0, ""normalized_score"": 1.64, ""normalized_rounded"": 2}, ""draw"": {""actual_score"": 44.0, ""normalized_score"": 0.88, ""normalized_rounded"": 1}, ""faiz"": {""actual_score"": 44.0, ""normalized_score"": 0.88, ""normalized_rounded"": 1}, ""he"": {""actual_score"": 91.0, ""normalized_score"": 1.82, ""normalized_rounded"": 2}}",7.29,salman,,1506341,4248,7982,2025-07-25 03:31:09.302,grade1_profile28402_q3_QK_20251122_101834.mp3,https://drive.google.com/file/d/14gPJCHz5RX7kS6M0U5pL23T28VeRjJ_5/view?usp=drivesdk,7.29,Rawalpindi,"Govt Girls Elementary School (Jalyari Bhi Khan, Markaz Mandra, Tehsil Gujarkhan)",This is Zara. She loves to draw. This is Faiz. He loves to build things. ,1,0.8666666666666667,0.728888888888889,0.7777777777777778,0.4,0.3333333333333333,0.26666666666666666,0.125,0.2361111111111111,9.0,17.0,19.0,0.0,0.0,0.05976143046671967,0.059761430466719674,0.4444444444444444,9.0
28450,Come on. We can do it together.,1,post,Come on We can do it together,Come on we can do it together,14.0,14,"{""come"": 2, ""on"": 2, ""we"": 2, ""can"": 2, ""do"": 2, ""it"": 2, ""together"": 2}","{""come"": {""actual_score"": 97.0, ""normalized_score"": 1.94, ""normalized_rounded"": 2}, ""on"": {""actual_score"": 97.0, ""normalized_score"": 1.94, ""normalized_rounded"": 2}, ""we"": {""actual_score"": 100.0, ""normalized_score"": 2.0, ""normalized_rounded"": 2}, ""can"": {""actual_score"": 100.0, ""normalized_score"": 2.0, ""normalized_rounded"": 2}, ""do"": {""actual_score"": 100.0, ""normalized_score"": 2.0, ""normalized_rounded"": 2}, ""it"": {""actual_score"": 100.0, ""normalized_score"": 2.0, ""normalized_rounded"": 2}, ""together"": {""actual_score"": 94.0, ""normalized_score"": 1.88, ""normalized_rounded"": 2}}",2.54,ali,Parent speaking,1530421,4248,7979,2025-07-25 13:41:43.046,grade1_profile28450_q1_QK_20251122_095622.mp3,https://drive.google.com/file/d/1brY9FsGH857YBgXuV481eV8GEvztaWlM/view?usp=drivesdk,2.54,Rawalpindi,Grammar School Rawalpindi,Come on. We can do it  together.,1,1.0,0.9828571428571428,1.0,0.2857142857142857,0.2857142857142857,0.0,0.06451612903225806,0.06451612903225806,2.0,2.0,0.0,0.0,0.0,,,0.0,7.0
